VehicleID,Round,OrderCount,StopCount,Plt,TravelDistance,WorkTime,TravelTime,UnloadingTime,WaitingTime,TotalCost,FixedCost,VariableCost
Veh1000_29,2,5,3,0.9400000000000001,195.29864055045695,229.10175298896715,204.70175298896714,34.4,0,179186.66481522904,145400,33786.66481522905
Veh1000_30,1,1,3,1.58,69.49825100141891,165.17304497004545,134.37304497004544,40.8,0,157423.19742324547,145400,12023.19742324547
Veh1000_30,2,2,3,0.31,168.93350665133033,245.66718181901024,227.56718181901024,28.1,0,174625.49665068014,145400,29225.496650680147
Veh1000_31,1,9,5,1.57,105.18456421777924,260.11446368717685,219.41446368717686,50.7,0,163596.9296096758,145400,18196.929609675808
Veh1000_31,2,2,3,0.61,63.411637124723256,119.27217242144164,98.17217242144164,31.1,0,156370.21322257712,145400,10970.213222577124
Veh1000_32,1,4,4,0.71,143.19275876665642,253.02462502406885,225.92462502406886,37.1,0,170172.34726663155,145400,24772.34726663156
Veh1000_32,2,2,3,0.83,82.45511654462021,161.29676246985795,137.99676246985794,33.3,0,159664.7351622193,145400,14264.735162219296
Veh1000_33,1,2,3,0.87,87.1945227829362,188.51228979932992,164.81228979932993,33.7,0,160484.65244144795,145400,15084.652441447963
Veh1000_34,1,2,3,0.69,97.14918540872203,169.40439180704607,147.50439180704606,31.9,0,162206.8090757089,145400,16806.809075708912
Veh1000_35,1,3,3,0.76,89.33214663936825,186.4250655064206,163.8250655064206,32.6,0,160854.4613686107,145400,15454.461368610706
Veh1000_36,1,3,3,0.66,51.63207078056742,120.66692023455838,99.06692023455838,31.6,0,154332.34824503816,145400,8932.348245038163
Veh1000_36,2,3,3,1.35,46.19222580236233,108.02698155640344,79.52698155640344,38.5,0,153391.2550638087,145400,7991.255063808683
Veh1000_37,1,2,3,0.22999999999999998,64.37313097504678,148.38064414135283,131.08064414135282,27.3,0,156536.5516586831,145400,11136.551658683093
Veh1000_38,1,1,3,0.69,74.54798330989979,159.46414208661602,137.56414208661602,31.9,0,158296.80111261265,145400,12896.801112612664
Veh1000_39,1,1,3,1.05,77.26030949106922,152.0979290364072,126.5979290364072,35.5,0,158766.03354195497,145400,13366.033541954976
Veh1000_40,1,1,3,0.33,67.36318591539461,166.4454339637011,148.1454339637011,28.3,0,157053.83116336327,145400,11653.831163363267
Veh1000_41,1,1,3,0.12,97.53603970637556,189.1231222508826,172.9231222508826,26.2,0,162273.73486920298,145400,16873.734869202974
Veh1000_42,1,3,3,0.38,60.3756012750125,119.1775091885751,100.3775091885751,28.8,0,155844.97902057716,145400,10444.979020577162
Veh1000_42,2,3,3,0.65,43.38094916718835,89.40099650430945,67.90099650430945,31.5,0,152904.90420592358,145400,7504.904205923584
Veh1000_43,1,5,3,2.23,78.00895800481595,152.497714871907,115.19771487190698,47.3,0,158895.54973483316,145400,13495.54973483316
Veh1000_44,1,2,3,2.08,85.32051858356644,187.33478525626833,151.53478525626832,45.8,0,160160.44971495698,145400,14760.449714956994
Veh1000_45,1,3,3,0.84,54.60445653528082,124.20340793431185,100.80340793431185,33.4,0,154846.57098060357,145400,9446.570980603581
Veh1000_46,1,1,3,1.52,45.242950942227566,112.00936278881723,81.80936278881723,40.2,0,153227.03051300536,145400,7827.030513005368
Veh1000_46,2,3,3,0.7100000000000001,53.190136820498104,116.15193225466533,94.05193225466533,32.1,0,154601.89366994618,145400,9201.893669946172
Veh1000_47,1,3,3,1.06,64.03593634798014,157.9358323157002,132.3358323157002,35.6,0,156478.21698820055,145400,11078.216988200564
Veh1000_48,1,5,4,1.9100000000000001,69.78892585699943,169.76134799483054,130.66134799483055,49.1,0,157473.4841732609,145400,12073.4841732609
Veh1000_49,1,1,3,0.24,96.64842995977028,177.5662695224867,160.1662695224867,27.4,0,162120.17838304027,145400,16720.17838304026
Veh1000_50,1,4,3,2.66,58.02316819313245,149.00888389753084,107.40888389753084,51.6,0,155438.00809741192,145400,10038.008097411914
Veh1000_51,1,3,3,1.68,65.29431178861276,146.15371149143323,114.3537114914332,41.8,0,156695.91593943,145400,11295.915939430008
Veh1000_52,1,2,3,0.42,97.18120346147722,165.52745714201635,146.32745714201636,29.2,0,162212.34819883556,145400,16812.34819883556
Veh1000_53,1,2,3,0.35,81.87431639035972,154.0682667627034,135.5682667627034,28.5,0,159564.25673553222,145400,14164.256735532232
Veh1000_54,1,1,3,0.34,63.80622444912733,109.71853742836683,91.31853742836682,28.4,0,156438.47682969904,145400,11038.476829699028
Veh1000_55,1,1,3,0.53,127.75515914046957,167.28918662314635,146.98918662314634,30.3,0,167501.64253130124,145400,22101.642531301237
Veh1000_56,1,2,3,0.3,61.95075169243347,112.69138382317652,94.69138382317652,28.0,0,156117.480042791,145400,10717.48004279099
Veh1000_57,1,1,3,0.29,87.3773019552746,155.93379266909474,138.03379266909474,27.9,0,160516.2732382625,145400,15116.273238262507
Veh1000_58,1,3,4,0.7400000000000001,65.40545471211578,139.85885206879735,112.45885206879734,37.4,0,156715.14366519602,145400,11315.14366519603
Veh1000_59,1,4,4,1.96,74.4348545281678,158.8180314600303,119.2180314600303,49.6,0,158277.22983337304,145400,12877.22983337303
Veh1000_60,1,2,4,0.8800000000000001,52.24319179461682,135.08560338277357,106.28560338277356,38.8,0,154438.0721804687,145400,9038.07218046871
Veh1000_61,1,1,3,1.0,78.2394601705322,169.95311236961416,144.95311236961416,35.0,0,158935.42660950206,145400,13535.42660950207
Veh1000_61,2,6,3,1.75,34.55564860550509,103.4224954332543,70.9224954332543,42.5,0,151378.12720875238,145400,5978.127208752381
Veh1000_62,1,2,3,1.98,78.2394601705322,179.75311236961417,144.95311236961416,44.8,0,158935.42660950206,145400,13535.42660950207
Veh1000_62,2,4,3,2.26,56.49626809067033,134.92065509784183,97.32065509784184,47.599999999999994,0,155173.85437968597,145400,9773.854379685967
Veh1000_63,1,5,3,1.4500000000000002,78.2394601705322,174.45311236961416,144.95311236961416,39.5,0,158935.42660950206,145400,13535.42660950207
Veh1000_63,2,4,4,1.79,58.199714690626024,150.8376810992048,112.93768109920478,47.9,0,155468.5506414783,145400,10068.550641478301
Veh1000_64,1,1,3,0.83,80.30047167322726,163.7486076556863,140.4486076556863,33.3,0,159291.98159946833,145400,13891.981599468316
Veh1000_64,2,2,3,1.64,62.52557898595765,148.0393378555156,116.6393378555156,41.4,0,156216.92516457068,145400,10816.925164570674
Veh1000_65,1,1,3,0.92,80.30047167322726,164.64860765568628,140.4486076556863,34.2,0,159291.98159946833,145400,13891.981599468316
Veh1000_65,2,3,4,1.09,75.24847816162982,159.86732236269015,128.96732236269014,40.9,0,158417.98672196196,145400,13017.98672196196
Veh1000_66,1,2,3,0.8999999999999999,80.30047167322726,164.4486076556863,140.4486076556863,34.0,0,159291.98159946833,145400,13891.981599468316
Veh1000_66,2,1,3,0.88,140.6960844257644,236.63559473778963,212.83559473778962,33.8,0,169740.42260565725,145400,24340.422605657244
Veh1000_67,1,1,3,0.5,80.30047167322726,160.4486076556863,140.4486076556863,30.0,0,159291.98159946833,145400,13891.981599468316
Veh1000_67,2,1,3,0.8,140.6960844257644,235.83559473778962,212.83559473778962,33.0,0,169740.42260565725,145400,24340.422605657244
Veh1000_68,1,2,3,1.56,110.62910083155896,200.79704849571098,170.197048495711,40.6,0,164538.8344438597,145400,19138.8344438597
Veh1000_68,2,1,3,1.0,140.6960844257644,237.83559473778962,212.83559473778962,35.0,0,169740.42260565725,145400,24340.422605657244
Veh1000_69,1,1,3,1.16,110.62910083155896,196.79704849571098,170.197048495711,36.6,0,164538.8344438597,145400,19138.8344438597
Veh1000_69,2,6,3,1.25,140.6960844257644,240.33559473778962,212.83559473778962,37.5,0,169740.42260565725,145400,24340.422605657244
Veh1000_70,1,1,3,0.81,159.0455564271945,284.791033434036,261.691033434036,33.1,0,172914.88126190464,145400,27514.881261904648
Veh1000_70,2,1,3,1.0,57.515448728388876,106.44709129997275,81.44709129997275,35.0,0,155350.17263001128,145400,9950.172630011275
Veh1000_71,1,1,3,0.28,159.0455564271945,279.491033434036,261.691033434036,27.8,0,172914.88126190464,145400,27514.881261904648
Veh1000_71,2,2,3,1.1,57.515448728388876,107.44709129997275,81.44709129997275,36.0,0,155350.17263001128,145400,9950.172630011275
Veh1000_72,1,5,4,1.8900000000000001,104.51371165686018,234.5402645517081,195.6402645517081,48.900000000000006,0,163480.8721166368,145400,18080.872116636812
Veh1000_72,2,2,3,1.77,122.35472114344509,223.54355578286263,190.84355578286264,42.7,0,166567.366757816,145400,21167.366757816002
Veh1000_73,1,3,4,1.92,134.4477559957372,266.5490969416359,227.3490969416359,49.2,0,168659.46178726252,145400,23259.461787262535
Veh1000_73,2,3,3,0.8400000000000001,122.35472114344509,214.24355578286264,190.84355578286264,33.4,0,166567.366757816,145400,21167.366757816002
Veh1000_74,1,3,4,1.84,81.17726000012657,200.6276182793329,162.2276182793329,48.400000000000006,0,159443.6659800219,145400,14043.665980021897
Veh1000_74,2,1,3,0.6,6.421885418062011,50.939366997302486,29.939366997302486,31.0,0,146510.98617732472,145400,1110.986177324728
Veh1000_75,1,1,3,1.66,102.4606305425115,173.26910318452624,141.66910318452625,41.599999999999994,0,163125.6890838545,145400,17725.68908385449
Veh1000_75,2,6,3,1.4500000000000002,6.421885418062011,59.439366997302486,29.939366997302486,39.5,0,146510.98617732472,145400,1110.986177324728
Veh1000_76,1,3,3,1.47,102.4606305425115,171.36910318452624,141.66910318452625,39.7,0,163125.6890838545,145400,17725.68908385449
Veh1000_76,2,2,3,2.18,67.49313074123259,155.85022611858363,119.05022611858364,46.8,0,157076.31161823325,145400,11676.311618233238
Veh1000_77,1,3,3,0.4800000000000001,102.4606305425115,161.46910318452626,141.66910318452625,29.8,0,163125.6890838545,145400,17725.68908385449
Veh1000_77,2,2,3,0.6,67.49313074123259,140.05022611858362,119.05022611858364,31.0,0,157076.31161823325,145400,11676.311618233238
Veh1000_78,1,1,3,2.43,10.146263178809654,73.5691604828654,34.2691604828654,49.3,0,147155.30352993408,145400,1755.3035299340702
Veh1000_78,2,7,3,2.14,10.146263178809654,70.66916048286541,34.2691604828654,46.400000000000006,0,147155.30352993408,145400,1755.3035299340702
Veh1000_79,1,2,3,1.36,89.32396544804828,195.96364180344912,167.36364180344913,38.6,0,160853.04602251237,145400,15453.046022512353
Veh1000_79,2,3,3,0.47,89.32396544804828,187.06364180344912,167.36364180344913,29.7,0,160853.04602251237,145400,15453.046022512353
Veh1000_80,1,2,3,2.79,82.57283416078496,182.92920826286027,140.02920826286027,52.9,0,159685.1003098158,145400,14285.100309815798
Veh1000_80,2,2,3,0.26,82.57283416078496,157.62920826286026,140.02920826286027,27.6,0,159685.1003098158,145400,14285.100309815798
Veh1000_81,1,3,4,1.59,89.87550932909332,201.79538879390998,165.89538879390997,45.9,0,160948.46311393313,145400,15548.463113933145
Veh1000_81,2,7,4,2.79,106.13802451319557,245.98783804834025,198.08783804834025,57.9,0,163761.87824078283,145400,18361.878240782833
Veh1000_82,1,8,4,2.04,94.9463018179055,218.13267057646314,177.73267057646314,50.4,0,161825.71021449764,145400,16425.710214497652
Veh1000_82,2,9,6,2.7,304.32040071319176,528.231126205586,471.23112620558595,67.0,0,198047.42932338218,145400,52647.42932338217
Veh1000_83,1,5,5,1.87,135.21184218391426,291.65601861449693,247.95601861449694,53.7,0,168791.64869781717,145400,23391.648697817167
Veh1000_83,2,4,4,2.6799999999999997,109.67324257787014,239.71235757379338,192.9123575737934,56.8,0,164373.47096597153,145400,18973.470965971534
Veh1000_84,1,1,3,0.14,78.53455142501326,143.32659095281625,126.92659095281623,26.4,0,158986.4773965273,145400,13586.477396527294
Veh1000_84,2,1,3,1.0,103.19053336636651,168.68385458861454,143.68385458861454,35.0,0,163251.9622723814,145400,17851.962272381406
Veh1000_85,1,2,3,2.36,103.19053336636651,182.28385458861453,143.68385458861454,48.599999999999994,0,163251.9622723814,145400,17851.962272381406
Veh1000_85,2,2,3,0.48,103.19053336636651,163.48385458861455,143.68385458861454,29.8,0,163251.9622723814,145400,17851.962272381406
Veh1000_86,1,2,3,1.81,102.10246956369166,173.29808615314536,140.19808615314537,43.1,0,163063.72723451865,145400,17663.727234518657
Veh1000_86,2,5,3,1.52,102.10246956369166,170.39808615314536,140.19808615314537,40.2,0,163063.72723451865,145400,17663.727234518657
Veh1000_87,1,1,3,2.46,176.35202953473407,273.0254280055153,233.4254280055153,49.6,0,175908.901109509,145400,30508.901109508995
Veh1000_87,2,1,3,1.16,176.35202953473407,260.0254280055153,233.4254280055153,36.6,0,175908.901109509,145400,30508.901109508995
Veh1000_88,1,3,3,1.1300000000000001,123.17386892602674,223.61172900741218,197.31172900741217,36.3,0,166709.0793242026,145400,21309.079324202627
Veh1000_88,2,5,4,1.74,142.76984514635026,252.17242784318535,214.77242784318534,47.4,0,170099.1832103186,145400,24699.183210318595
Veh1000_89,1,5,4,2.4800000000000004,158.81113503717256,299.5832006022608,254.78320060226076,54.800000000000004,0,172874.32636143087,145400,27474.326361430853
Veh1000_89,2,6,4,2.25,225.14641073560662,334.61458490393534,292.11458490393534,52.5,0,184350.32905725995,145400,38950.32905725994
Veh1000_90,1,5,4,1.56,89.6001333366522,188.4991343636748,152.89913436367482,45.6,0,160900.82306724082,145400,15500.823067240832
Veh1000_90,2,4,4,2.04,248.59189603194437,418.4105199131441,378.01051991314415,50.4,0,188406.39801352637,145400,43006.39801352638
Veh1000_91,1,5,5,2.21,104.49509559427446,269.8820174515415,222.7820174515415,57.1,0,163477.6515378095,145400,18077.65153780948
Veh1000_91,2,3,3,0.5900000000000001,74.78332247549156,140.22715770654864,119.32715770654862,30.9,0,158337.51478826004,145400,12937.51478826004
Veh1000_92,1,3,3,1.49,33.90406834529216,100.41930126138226,70.51930126138225,39.9,0,151265.40382373554,145400,5865.4038237355435
Veh1000_92,2,2,3,1.1400000000000001,81.70481242030941,161.0048063537168,134.60480635371678,36.400000000000006,0,159534.93254871352,145400,14134.932548713528
Veh1000_93,1,3,3,1.43,160.81983377149078,279.90495455189733,250.60495455189735,39.3,0,173221.83124246792,145400,27821.831242467906
Veh1000_93,2,2,3,1.99,81.70481242030941,169.5048063537168,134.60480635371678,44.9,0,159534.93254871352,145400,14134.932548713528
Veh1000_94,1,1,3,1.0,56.13350927120614,121.29675065316098,96.29675065316098,35.0,0,155111.09710391867,145400,9711.097103918662
Veh1000_94,2,1,3,0.81,21.376132359880355,78.74564946753435,55.645649467534355,33.1,0,149098.0708982593,145400,3698.0708982593014
Veh1000_95,1,4,4,0.88,127.3824141249427,240.62021062443685,211.82021062443684,38.8,0,167437.1576436151,145400,22037.157643615086
Veh1000_95,2,2,3,1.2000000000000002,56.13350927120614,123.29675065316098,96.29675065316098,37.0,0,155111.09710391867,145400,9711.097103918662
Veh1000_96,1,3,4,2.1,89.50775715093397,228.31545445336715,187.31545445336715,51.0,0,160884.84198711158,145400,15484.841987111577
Veh1000_96,2,2,3,1.83,59.25947707018136,129.06797449366002,95.76797449366,43.3,0,155651.88953314137,145400,10251.889533141375
Veh1000_97,1,2,4,0.27,137.39090153058564,237.04860380496257,214.34860380496258,32.7,0,169168.6259647913,145400,23768.625964791314
Veh1000_97,2,3,3,1.23,93.58782355754687,177.35907712932072,150.0590771293207,37.3,0,161590.6934754556,145400,16190.693475455608
Veh1000_98,1,1,3,0.37,74.68681328374245,115.75878056567515,97.05878056567515,28.7,0,158320.81869808745,145400,12920.818698087443
Veh1000_98,2,2,3,0.64,69.99374364856268,173.63892104715103,152.23892104715102,31.4,0,157508.91765120134,145400,12108.917651201344
Veh1000_99,1,2,3,0.8600000000000001,149.21593206751487,232.806069898588,209.206069898588,33.6,0,171214.3562476801,145400,25814.356247680073
Veh1000_99,2,4,4,1.38,64.28907147188781,177.7826698065555,143.9826698065555,43.8,0,156522.0093646366,145400,11122.009364636591
Veh1000_100,1,3,5,0.98,158.57060001525662,309.3436507475104,274.5436507475104,44.8,0,172832.7138026394,145400,27432.713802639395
Veh1000_100,2,3,3,2.4899999999999998,78.27989302752162,168.3069556027475,128.4069556027475,49.9,0,158942.42149376124,145400,13542.421493761241
Veh1000_101,1,1,3,1.0,127.45579238118748,222.6949974105981,197.6949974105981,35.0,0,167449.85208194543,145400,22049.852081945435
Veh1000_101,2,2,3,0.88,140.84915088120204,235.42804680062434,211.62804680062433,33.8,0,169766.90310244795,145400,24366.903102447952
Veh1000_102,1,1,3,0.22,90.01951881350192,181.69417966663138,164.4941796666314,27.2,0,160973.37675473583,145400,15573.376754735831
Veh1000_102,2,1,3,0.1,57.77888130273756,102.1514540473922,86.1514540473922,26.0,0,155395.7464653736,145400,9995.746465373597
Veh1000_103,1,1,3,0.24,81.76416692630238,177.08331411148825,159.68331411148824,27.4,0,159545.20087825033,145400,14145.200878250313
Veh1000_103,2,5,4,1.4,49.42563939614354,141.42148734463004,107.42148734463004,44.0,0,153950.63561553284,145400,8550.635615532832
Veh1000_104,1,1,3,1.05,191.81284028843214,290.91404928228286,265.41404928228286,35.5,0,178583.62136989876,145400,33183.62136989876
Veh1000_104,2,3,4,0.83,169.45416889307933,243.38720090273753,215.08720090273752,38.3,0,174715.5712185027,145400,29315.571218502722
Veh1000_105,1,1,3,0.25,188.46579096152058,275.83293808531124,258.33293808531124,27.5,0,178004.58183634304,145400,32604.58183634306
Veh1000_105,2,5,3,1.5299999999999998,37.49553300301609,93.67282231179256,63.37282231179257,40.3,0,151886.72720952178,145400,6486.727209521784
Veh1000_106,1,2,3,0.8500000000000001,59.12106899805845,141.4925145752497,117.99251457524969,33.5,0,155627.9449366641,145400,10227.944936664111
Veh1000_106,2,2,4,0.6699999999999999,91.09331848518335,177.29934708617077,150.59934708617078,36.7,0,161159.14409793672,145400,15759.144097936718
Veh1000_107,1,6,4,2.74,108.11110324076373,228.75470262130017,181.35470262130016,57.400000000000006,0,164103.22086065213,145400,18703.220860652124
Veh1000_107,2,5,3,1.44,77.9135523627296,149.32144998968386,119.92144998968385,39.4,0,158879.0445587522,145400,13479.04455875222
Veh1000_108,1,2,3,0.53,95.26400231501638,158.59541402840978,138.29541402840977,30.3,0,161880.67240049783,145400,16480.672400497835
Veh1000_108,2,3,3,2.27,74.91090222619393,154.73757487301714,117.03757487301715,47.7,0,158359.58608513154,145400,12959.586085131548
Veh1000_109,1,3,3,1.1,160.31227143969272,228.57441571921976,202.57441571921976,36.0,0,173134.02295906685,145400,27734.022959066842
Veh1000_109,2,4,3,0.98,80.97274706458322,161.14359136023452,136.3435913602345,34.8,0,159408.2852421729,145400,14008.285242172897
Veh1000_110,1,5,5,1.83,119.52571069070903,245.48896446342465,202.18896446342464,53.3,0,166077.94794949266,145400,20677.947949492664
Veh1000_110,2,6,3,1.1600000000000001,79.85107568532048,174.35008915500566,147.75008915500567,36.6,0,159214.23609356044,145400,13814.236093560443
Veh1000_111,1,1,3,0.16,80.60285331607898,167.91048058819914,151.31048058819914,26.6,0,159344.29362368167,145400,13944.293623681664
Veh1000_111,2,3,3,1.12,92.92277227032699,193.94919813888595,167.74919813888596,36.2,0,161475.63960276658,145400,16075.639602766569
Veh1000_112,1,1,3,0.38,71.52219771570066,142.4741044572641,123.67410445726408,28.8,0,157773.34020481622,145400,12373.340204816213
Veh1000_112,2,3,3,0.99,66.47439164177212,126.30154171218635,101.40154171218634,34.9,0,156900.06975402657,145400,11500.069754026576
Veh1000_113,1,2,3,0.5700000000000001,68.71287365891445,115.61873689482603,94.91873689482603,30.700000000000003,0,157287.3271429922,145400,11887.327142992199
Veh1000_113,2,3,5,0.89,184.57062979155887,302.60112249760175,268.7011224976018,43.9,0,177330.71895393968,145400,31930.718953939686
Veh1000_114,1,1,3,0.17,146.4026828580439,221.58338602280338,204.8833860228034,26.7,0,170727.66413444158,145400,25327.664134441595
Veh1000_114,2,3,3,0.79,17.77683772040816,66.10440550583078,43.20440550583078,32.9,0,148475.39292563061,145400,3075.392925630612
